period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
2/1/17,2/28/17,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,247214,0.000278114,0.086836101,278365,0.040321094,0.058747614,134,-0.008155851,0.080302762,146,0.019000582,0.055376822,363534,0.020522913,0.009088404,341365,0.152304159,0.065414064,567280,0.123876167,-0.023772724,1454670,0.021521769,-0.116749605,4.001462269,0.003912675,-0.570094334,60,1,-8,0.976863218,0.001637411,0.003727165,0.209643852,0.011701313,0.012895718,0.101196531,-0.002960956,-0.033045261,0.464024725,0.08308819,0.0386976,,,9/24/23 14:20
4/1/20,4/30/20,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,267077,-0.029351929,0.060129018,273973,-0.003664041,5.57E-05,227,-0.043341125,0.038631098,239,0.007474325,0.015740814,42133,-0.240913602,-0.329849628,32698,-0.294652341,-0.454405112,46387,-0.357667315,-0.460990552,167763,0.00052872,-0.090936843,3.981716956,0.960846969,1.046443342,34,-7,-4,0.983227621,-0.000176642,0.002184414,0.226957955,0.011857218,0.02642501,0.084104058,-0.018922504,-0.040556723,0.298362971,-0.127764218,-0.116479687,,,9/24/23 14:20
4/1/15,4/30/15,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,201529,0.017068341,0.049350499,219103,0.014065974,0.066290198,171,0.00850099,0.03349486,184,0.001537996,0.0486151,59050,0.108166247,0.07032108,55075,0.112776925,0.05158933,88249,0.052484377,0.078901301,215722,0.041139161,0.000127672,3.653201166,-0.235187994,-0.256397907,49,-9,-6,0.975105961,0.002709123,0.001817156,0.193904696,0.019297139,0.006841251,0.097489581,0.002319458,0.010527367,0.385759108,-0.018484155,0.041724643,,,9/24/23 14:20
1/1/16,1/31/16,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,230459,0.017130014,0.088194599,246616,0.151998362,0.108161453,105,-0.049080157,0.103186821,119,0.160184992,0.099342009,7957,-0.248608544,0.046403987,5873,-0.153904484,0.060954056,11353,0.302301202,-0.044494226,44851,-0.021443335,-0.084535606,5.636288186,1.308425589,-0.806162742,59,2,-15,0.951639708,-0.000678474,0.001074377,0.195361298,-0.006404817,0.001241335,0.082831588,0.008552356,0.01857107,0.310597294,0.03948401,0.026675598,,,9/24/23 14:20
4/1/21,4/30/21,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,305696,0.038057467,0.144597052,312307,0.00716965,0.139919953,271,0.03946911,0.194007062,279,0.016133005,0.166278873,82428,0.058774025,0.956363372,76211,0.03861808,1.330687815,92305,0.036317607,0.989864632,132111,0.006909088,-0.212514456,1.602741385,-0.082555696,-2.37897557,30,-7,-5,0.998230905,0.006480319,0.015003284,0.349147203,0.05571973,0.122189247,0.077826033,-0.005916964,-0.006278025,0.493526539,-0.007314839,0.195163568,,,9/24/23 14:20
6/1/22,6/30/22,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,450197,-0.009713522,0.1060135,450611,-0.021420753,0.130871765,229,-0.012423152,0.131514548,224,-0.016776901,0.122141969,472082,0.056581758,-0.142399965,438603,-0.037682343,-0.153154962,636048,0.072417314,0.028781001,857776,0.230297148,0.349205519,1.817003857,0.256557152,0.662055593,17,1,3,1.02472668,-0.008989041,-0.004921117,0.566563586,-0.038372539,-0.025571807,0.16700187,0.053730908,0.075778319,0.466096363,-0.100528585,-0.121331848,,,9/24/23 14:20
11/1/12,11/30/12,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,191343.5739,0.021445764,,200192.5518,0.011135913,,104.2545208,0.016202514,,108.374833,0.008831362,,414766.1478,0.04716588,,279912.1609,0.023156291,,505665.805,0.00804493,,1824594.88,-0.007007064,,4.468510378,-0.386322545,,70.7133693,-2,,0.97270239,0.001053484,,0.220018169,0.004207216,,0.052342383,0.005781261,,0.327072062,-0.010392163,,,,9/24/23 0:00
9/1/13,9/30/13,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,209344.4362,-0.000774027,0.123473745,219521.3946,0.004382831,0.118131411,114.0103981,0.000724057,0.117732325,118.8198627,-0.000546519,0.110167617,441278.7031,-0.019557785,0.090694133,329733.9908,-0.009100114,0.191576378,571136.6189,0.007951869,0.127847599,1890482.245,0.00771282,-0.011757099,4.545416724,0.213627413,-0.577320441,61.75771957,0,-15,0.97620863,-0.000221846,0.005950019,0.223303245,-0.003346765,0.014872296,0.061549556,0.004044446,0.009940448,0.307050698,-0.006436752,-0.022024425,,,9/24/23 0:00
4/1/13,4/30/13,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,167852,0.023673117,0.125237108,189082,0.039687705,0.166353157,143,0.012480533,0.113261145,161,0.033853717,0.145579556,54567,0.083089542,0.130002281,45468,0.169662403,0.26790088,76971,0.112374132,0.141238923,212818,0.029839517,-0.185176716,3.900136735,-0.201664799,-1.508598497,61,-7,-26,0.973389072,0.001574516,0.01406631,0.225577833,0.007470685,0.06280152,0.050089061,0.002584731,-0.011327355,0.363474325,-0.02332994,0.065145712,,,9/24/23 14:20
9/1/14,9/30/14,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,220471,-0.026859826,0.047699558,233423,0.014876749,0.063595168,121,-0.012959932,0.04275148,126,0.017924564,0.046169808,454961,-0.090010698,0.045204503,332742,-0.096196354,0.065112697,560323,-0.044936132,0.043077168,2053859,-0.008619783,0.051090773,4.514362377,0.370622772,0.025281127,57,6,-1,0.97293465,-0.002084626,-0.003014305,0.185100433,-0.006402732,-0.035092794,0.105252589,0.009985498,0.032980202,0.275117505,-0.004098304,-0.000151712,,,9/24/23 14:20
4/1/19,4/30/19,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,265160,0.025502274,0.033372111,278549,-0.005107291,0.02779731,161,0.015904608,0.015431772,168,-0.003466067,0.010027534,51181,0.132356963,0.01909839,53812,0.144024515,0.019489857,71975,0.072152512,0.054903501,125374,0.043540951,0.16187776,2.449580787,-0.208484388,0.301020997,34,-7,6,0.988037398,0.002002201,-0.004615648,0.26431661,0.023300967,-0.039497013,0.129661669,0.010314743,0.021031161,0.471151243,-0.008998313,-0.052059249,,,9/24/23 14:20
6/1/12,6/30/12,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,193881,0.041458651,0.074585752,199771,-0.007025799,0.030534096,105,0.027373745,0.058907777,108,-0.005841384,0.016869255,483043,0.051330237,0.095988772,320674,-0.04231135,0.154751238,577661,-0.056246961,-0.037230481,2169684,-0.008186991,-0.178989572,4.491690736,-0.269539704,-1.504387328,68,-5,-15,0.970398861,0.001896911,0.010447846,0.204221405,0.002315032,0.03611988,0.061029076,0.001023026,-0.021658882,0.290533184,-0.014808267,0.062760601,,,9/24/23 14:20
6/1/19,6/30/19,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,315024,-0.013087362,0.029510092,340945,-0.00861526,0.053383136,143,-0.032805205,0.026835878,152,-0.01169541,0.024712129,10795,-0.087486008,-0.100079375,10157,-0.109170284,-0.113476236,15858,-0.072998629,-0.0621211,39972,0.037970071,0.009586546,3.702820766,0.447547946,0.402217373,32,-1,2,0.972647162,0.002896665,-0.002727693,0.282962564,0.024179189,-0.020916054,0.113571929,0.010811435,0.002867364,0.418958461,-0.021294369,-0.003306068,,,9/24/23 14:20
8/1/13,8/31/13,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,209506.5999,0.005012168,0.137881739,218563.4679,0.006647984,0.123083999,113.9279079,0.009158147,0.126649898,118.8848354,0.004737035,0.122495551,450081.2961,-0.003363352,0.142275497,332762.1646,-0.001397088,0.225357833,566630.8446,-0.000826181,0.154630969,1876012.896,0.005216745,-0.036030354,4.331789311,0.270208448,-0.835182525,62.10486586,-3,-18,0.976430476,0.001132548,0.00839651,0.22665001,9.38E-05,0.027714306,0.05750511,0.002253355,0.003920878,0.313487451,-0.008039546,0.004988508,,,9/24/23 0:00
5/1/15,5/31/15,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,202456.8282,0.01324449,0.063590402,213760.2685,-0.000377836,0.068129867,171.6783582,0.010407618,0.050071721,180.7403968,0.003013728,0.056081075,55731.86716,0.017757476,0.070419441,46401.39049,0.018795654,0.060227644,70462.28852,-0.002040252,0.042733027,212942.8784,0.002304669,0.004115628,3.826557207,-0.206915883,-0.298096551,53.29812119,0,-3,0.972535539,-3.98E-05,0.001088448,0.176734234,-0.004651847,-0.004071495,0.102094909,0.004954679,0.012326066,0.333968274,-0.007492038,0.030809172,,,9/24/23 0:00
11/1/22,11/30/22,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,323429.1393,-0.017582089,0.030319238,344971.6686,-0.007763372,0.059789164,287.4625435,-0.016960201,0.032939032,308.7462797,-0.001040587,0.04670692,47081.75228,-0.051410542,-0.371965078,43209.21897,-0.039206353,-0.365549193,59736.01307,0.000687711,-0.189500394,126851.7931,0.021416992,0.118997778,2.781549622,0.174328979,1.234318933,37.82624039,2,10,0.98691771,-0.001967802,-0.014451391,0.264578263,-0.014245322,-0.131245419,0.134186503,0.000274704,0.050661684,0.340986593,0.007753991,-0.118371553,,,9/24/23 0:00
7/1/20,7/31/20,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,265089.7761,0.054573339,0.057805267,300438.523,0.030228334,0.12236327,226.5243692,0.043679108,0.047566191,256.3253641,0.015906255,0.09739584,59810.52471,0.345677492,0.060644526,54754.00727,0.181341623,0.12290825,82469.59155,0.164627485,0.207345993,175489.5888,0.019441463,-0.014474989,2.958478953,-1.138922003,-0.257426029,45.60973791,-8,0,0.979001514,0.005337285,0.001054829,0.187996361,0.025339405,0.0080599,0.11100954,-0.000477564,-0.012819351,0.416899968,0.014514514,0.0697552,,,9/24/23 0:00
1/1/22,1/31/22,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,321073.6009,0.020019931,0.115185549,339466.3877,0.030422289,0.111942843,286.5307388,0.011966418,0.1353256,301.2504826,0.011612741,0.115870958,75876.3381,0.099921445,0.028048207,65211.63811,-0.020754832,-0.069027708,71582.9097,-0.011188909,-0.096189362,107612.303,-0.019686618,-0.319260252,1.317150134,-0.102223632,-0.702349761,26.7380439,-1,-8,1.003739656,0.001109505,0.01441519,0.437694875,0.026772044,0.172177293,0.073714154,-0.01459941,-0.030628487,0.473902076,0.009106766,0.08070001,,,9/24/23 0:00
3/1/20,3/31/20,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,311796.9988,-0.002833516,0.061854824,320750.6824,-0.022442478,0.019276675,157.1516798,-0.003598077,0.051805733,159.4352674,-0.02766512,0.032373631,419238.9303,-0.059699057,0.022019249,334812.1663,-0.093703181,-0.025733839,472057.1188,-0.106393096,-0.044071126,1122898.562,-0.005164541,-0.10450232,2.896160074,0.258364827,-0.368324427,40.73456978,-5,-6,0.98521627,-0.000636616,0.004698774,0.260996889,0.008689785,0.04214093,0.135007945,-0.006100237,-0.018637268,0.401069012,-0.001757054,0.023506952,,,9/24/23 0:00
8/1/20,8/31/20,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,338963.8055,0.029707293,0.124070805,353468.1313,0.019464176,0.138156573,164.8060322,0.024525546,0.085523455,175.1329232,0.021145115,0.121692274,471338.3234,0.016707312,0.131538853,418011.2864,0.043925025,0.232675518,500745.3197,0.046358569,0.057122926,753392.1746,-0.046502676,-0.382191173,1.722653789,-0.031559523,-1.24163944,36.54358642,-7,-9,0.9923349,0.006131825,0.009664218,0.321551787,0.046539592,0.09088018,0.096683712,0.000125425,-0.052147486,0.512281033,0.020572253,0.143115125,,,9/24/23 0:00
1/1/13,1/31/13,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,193549.0938,-0.001182769,0.123915467,203175.3687,0.008224299,0.092316029,105.5326119,-0.003428185,0.104284584,109.9657258,0.011799137,0.068754672,441682.3211,0.03691869,0.097269503,320040.1161,0.05102091,0.19702814,564798.4583,0.013542655,-0.005982545,1881348.549,0.000880747,-0.169551707,4.358800426,-0.025799861,-1.471985627,65.15654369,-3,-14,0.975299166,0.001174807,0.011893243,0.23933345,0.008378706,0.041815509,0.062074084,-0.002776347,-0.006690626,0.333664338,-0.026168846,0.06653934,,,9/24/23 0:00
6/1/15,6/30/15,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,232361.519,0.000792213,0.073061834,244531.9479,0.0034806,0.063022665,124.6496151,0.001655779,0.061747871,130.7488036,0.004548794,0.058005797,487936.7988,0.0186167,0.117997642,396247.2888,0.023664203,0.163527935,609686.5668,-0.036253873,0.031235652,1937582.169,-0.004761461,-0.007052555,3.931641069,-0.130246624,-0.514972707,56.35717606,-1,-3,0.974678063,0.000934292,0.003817545,0.210394824,0.003109198,0.018213684,0.11789566,0.002527029,0.030129841,0.325240239,-0.009676012,0.007382119,,,9/24/23 0:00
7/1/23,7/31/23,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,421689,-0.0082849,0.016705361,425633,-0.018072099,0.017806466,230,-0.004113298,0.012756052,234,0.000406117,0.032595733,447535,-0.143619371,-0.151769379,434014,-0.074811012,-0.178971069,533811,-0.110206716,-0.238689636,996663,0.008325646,-0.199197177,2.227006513,0.335588551,-0.131895159,29,0,8,1.001293437,-0.001661143,-0.008978587,0.382287572,-0.014398796,-0.090371009,0.160324546,0.012624843,-0.030696008,0.403930318,-0.024225302,0.026992499,,,9/24/23 14:20
6/1/20,6/30/20,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,251371.5893,-0.003713609,-0.015432912,291623.2383,0.033626376,0.088727283,217.0440774,0.015270694,0.000749448,252.3120247,0.021025988,0.082126566,44446.40343,0.387822631,-0.215255018,46349.0037,0.259102398,-0.035965031,70811.99147,0.223537836,0.033308668,172142.8794,0.00489882,-0.060381214,4.097400956,-1.295094224,0.702974394,53.23206702,3,10,0.973664229,0.001065648,-0.003389636,0.162656955,0.005194706,-0.013728828,0.111487104,-0.000208917,-0.018442884,0.402385454,0.064554887,0.051266849,,,9/24/23 0:00
3/1/15,3/31/15,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,229226.3195,0.003196622,0.066585873,241407.6628,-0.001216693,0.067583164,124.1249479,0.009204208,0.05794566,128.9799065,0.001151653,0.060368584,463213.9534,0.020130601,0.119858754,362929.4894,0.028637917,0.15003623,588084.1061,0.030181627,0.049762376,1855974.916,0.000213603,-0.008418667,4.140521918,-0.265437313,-0.564164551,60.4109305,-1,-4,0.975039025,0.000191592,0.002365863,0.202321764,0.003867371,-0.000263116,0.109241669,0.007389972,0.031893983,0.335631777,0.00122548,0.018879725,,,9/24/23 0:00
3/1/17,3/31/17,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,252752,0.067894984,0.050336479,294520,0.042616373,0.086312839,122,0.0991807,0.097825699,138,0.048057771,0.077797175,10508,0.292091889,0.099717846,9607,0.332934224,0.129287082,15458,0.256641418,-0.004775623,38337,0.015400214,-0.163033879,3.648325384,-0.994151122,-1.145331647,50,-8,-11,0.963291154,0.003530009,0.004779617,0.247867361,0.022494811,0.01817997,0.08292384,0.005974659,-0.002722339,0.455760761,0.009065121,0.035098145,,,9/24/23 14:20
7/1/20,7/31/20,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,336387,0.045799619,0.084564116,347302,-0.001788649,0.126052852,164,0.027758932,0.059116299,172,0.014793383,0.110014574,556704,0.18413162,0.119559282,478837,0.039888876,0.134287495,576219,0.04973084,0.037415151,902985,-0.043013232,-0.329658357,1.622019065,-0.384993078,-1.086967493,36,-4,-1,0.991467993,0.003573775,0.00528177,0.313216451,0.033424219,0.053211042,0.117399357,-0.002894341,-0.053292422,0.479391022,0.006034783,0.120787244,,,9/24/23 14:20
6/1/17,6/30/17,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,288966,0.072284186,0.095987246,284912,-0.027016145,0.070614793,134,0.028304688,0.087679467,135,-0.031944899,0.09659926,12068,0.079112371,0.095837828,10528,-0.026040484,0.129272135,16134,-0.051535492,0.002947543,41920,0.024140764,-0.131759447,3.473597173,-0.186448216,-0.910555545,37,-2,-7,0.970563149,-0.000725286,0.001358896,0.293418304,0.001027931,0.028140754,0.092038555,0.001305503,-0.011392995,0.398402777,-0.019730796,0.005658988,,,9/24/23 14:20
12/1/16,12/31/16,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,254703,-0.005589739,0.065391928,246156,-0.038093385,0.071717738,137,-0.013005309,0.062956686,135,-0.031946376,0.063234147,480429,0.044682555,0.018846954,285598,-0.171785073,0.061149779,322228,-0.251723854,-0.017206188,1397933,-0.115630141,-0.10878627,2.909759019,-0.527461795,-0.41671477,55,4,-5,0.977016292,-0.00122103,0.002835481,0.202522591,-0.007695716,0.010398272,0.080415028,-0.059009086,-0.011298716,0.285419429,-0.018455483,0.0296628,,,9/24/23 14:20
10/1/13,10/31/13,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,209911,-0.002483861,0.138063303,214749,-0.021493373,0.124340648,116,0.003403425,0.127906776,118,-0.020098678,0.114085178,433939,-0.003089435,0.058741965,315379,0.009535486,0.132148623,528919,-0.015382865,0.113968556,1927140,-0.013759437,0.01432073,4.441034306,-0.048046945,-0.194490976,61,3,-13,0.97426297,-0.001685985,0.004350363,0.212121054,-0.008072173,0.003369442,0.079617726,0.007345338,0.020216607,0.269631089,-0.005638129,-0.025399625,,,9/24/23 14:20
12/1/16,12/31/16,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,235815,0.008842561,0.072641025,216884,-0.070757361,0.074734037,143,-0.016960559,0.04509309,139,-0.03037398,0.076793242,44358,0.066099989,0.039494102,27955,-0.155743933,0.092862733,30479,-0.21999228,0.031939574,109379,-0.111725978,-0.100152122,2.465792726,-0.493633682,-0.382663171,47,3,-5,0.981561905,0.000402321,0.003418562,0.211390741,-0.001904504,0.013113576,0.058800065,-0.032829965,-0.016614585,0.314513857,-0.008205533,0.050171394,,,9/24/23 14:20
1/1/14,1/31/14,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,220157.7634,0.009218865,0.102975333,233219.4443,0.017742909,0.112967923,113.2472262,0.010216756,0.107096352,117.3278602,0.01909053,0.093170616,327539.094,-0.01874282,-0.049196627,240117.4942,-0.040568815,-0.028006003,426182.954,-0.026145941,0.001968985,1512087.808,0.000580069,0.021695216,4.657156785,0.139919056,0.284700096,64.67972526,1,-3,0.975028603,-0.000113962,0.000596325,0.214286225,-0.001550356,-0.024459266,0.068830478,-0.049744057,0.007140262,0.315257154,0.02012438,-0.023096257,,,9/24/23 0:00
8/1/21,8/31/21,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,377362.8003,0.002286973,0.158500461,381832.8951,0.010765136,0.135787518,205.4398642,0.005946215,0.208353492,208.9908734,0.014088514,0.144940456,571189.8273,-0.015133733,-0.038537291,559304.4882,0.041180973,0.045250996,637283.2038,-0.023550092,-0.036114971,825150.6278,0.001674139,-0.205464001,1.553335866,0.06136412,-0.305396941,22.07150103,0,-14,1.015313718,-0.002697236,0.024033013,0.495131301,0.005678402,0.186377417,0.093053022,0.002978907,-0.005020171,0.538500556,-0.007063599,0.021211804,,,9/24/23 0:00
2/1/16,2/29/16,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,240142.1973,-0.004038379,0.050963572,256250.6847,-0.001051607,0.063066199,129.849017,-0.006947198,0.054982111,135.7817145,-0.00025756,0.053375144,486591.0332,-0.072594582,0.047870037,396561.4134,0.024933506,0.102163777,630402.165,0.03778148,0.078586041,1813829.789,0.005331364,-0.04965406,3.754748868,0.192197555,-0.689773112,53.42276194,1,-7,0.977730395,-0.001534889,0.003035113,0.218313377,-0.000122187,0.019344488,0.152965713,0.033838274,0.051919408,0.356485835,0.009516532,0.022525283,,,9/24/23 0:00
10/1/21,10/31/21,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,384696.9221,0.014493893,0.140203787,391654.9981,0.012615226,0.139871984,210.5241183,0.011445016,0.1831331,213.7323692,0.015844533,0.141557265,589476.1795,0.005521534,-0.072118811,594416.398,0.024162726,0.011231476,633101.7218,-0.019561701,-0.070958252,794229.8989,-0.025571709,-0.199847485,1.366049525,-0.147444103,-0.199240004,20.9571682,0,-8,1.011176427,-0.000961554,0.012883768,0.491753793,0.001085415,0.120523204,0.086352601,-0.008231127,-0.004642288,0.536496708,0.01254687,0.018381779,,,9/24/23 0:00
7/1/13,7/31/13,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,208461.7546,0.018033378,0.146004722,217120.0572,0.008118407,0.126956251,112.8940079,0.017237393,0.126904834,118.3243289,0.007547588,0.121781584,451600.1866,0.016153325,0.158740095,333227.713,0.009206221,0.251757336,567099.3712,0.013070071,0.177897102,1866277.004,0.003913576,-0.065600284,4.061580863,-0.170858979,-1.010812547,64.85051694,1,-18,0.975297928,0.001409351,0.009440661,0.226556234,0.000549027,0.035603125,0.055251755,0.002647445,-0.000140496,0.321526997,-0.001361665,0.033456297,,,9/24/23 0:00
12/1/18,12/31/18,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,290810.6304,-0.002963712,0.028577615,306161.0839,-0.003474178,0.028528881,148.1941582,-0.001726945,0.036724254,154.1293683,-0.004003493,0.040505156,375153.7211,-0.029024498,-0.086333182,325292.0859,-0.009275231,-0.052308132,479782.6401,-0.013926763,-0.016203565,1260942.307,-0.002781153,0.069113331,3.3368441,0.156379276,0.568111231,46.45510401,1,0,0.982863481,4.72E-05,-0.002026963,0.226340458,-0.00294855,-0.022231657,0.136976716,-0.014673434,0.016855379,0.368398877,-1.31E-05,-0.044103303,,,9/24/23 0:00
1/1/12,1/31/12,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,173076.7383,,,185891.3949,,,96.53205154,,,102.930293,,,389360.9378,,,262074.8963,,,552673.8109,,,2200193.585,,,5.787590753,,,83.52938311,,,0.963141558,,,0.197224092,,,0.068860565,,,0.26661888,,,,,9/24/23 0:00
11/1/18,11/30/18,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,291675.0712,0.0047854,0.039935915,307228.4501,0.001319776,0.036054831,148.450524,0.003782164,0.042994066,154.7489045,0.002379678,0.040337687,386367.8543,-0.000594217,-0.061492971,328337.4919,0.001054175,-0.045247116,486558.8296,-0.003250387,0.008240881,1264458.961,-0.00370835,0.058750594,3.180464824,-0.116641144,0.257480795,45.80060462,1,0,0.982816251,-0.000357335,-0.001416027,0.229289008,-0.006984107,-0.019048499,0.15165015,-0.006679191,0.027032172,0.36841198,0.025077436,-0.03954313,,,9/24/23 0:00
10/1/18,10/31/18,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,280938.3069,0.001165164,0.035202848,297678.5145,0.001313169,0.048693044,153.6001919,0.008708133,0.04789455,160.0594714,0.000754325,0.052385893,486502.9432,-0.0059143,-0.03231108,420652.9557,0.004923044,-0.02770621,611751.3953,0.001407231,0.037254109,1566794.891,0.009998607,0.053968414,3.225531411,-0.089291515,0.232295768,43.06256709,1,-1,0.983406841,-0.000280954,-0.00076823,0.234029244,-0.00353088,-0.012144027,0.154482615,0.007143924,0.03804284,0.3598353,-0.020743008,-0.038162755,,,9/24/23 0:00
10/1/16,10/31/16,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,255032.0464,0.005009786,0.080750487,267928.7609,-4.36E-06,0.063838515,137.5618814,0.010904477,0.078187801,142.1215731,-0.007222098,0.059362807,503481.8051,0.016935282,0.066293704,401018.5221,-0.013715757,0.061668181,581597.5772,-0.004028232,0.001952625,1636250.923,-0.0161651,-0.091293478,3.346428168,-0.0731298,-0.517430252,49.85699432,0,-4,0.981016702,0.00030251,0.003941797,0.228692464,0.00055776,0.019495925,0.111664272,-0.004242865,-0.013375472,0.365830016,0.00371133,0.024270213,,,9/24/23 0:00
9/1/21,9/30/21,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,396712.8482,0.007082004,0.142053946,402430.24,0.008085419,0.137037761,202.3680853,0.015498067,0.189673462,203.8931101,0.008706469,0.159190775,456540.6009,0.023246744,-0.058864191,449309.6148,0.035239,0.009714899,485543.0701,-0.010883138,-0.048010498,605157.083,-0.009053286,-0.164708887,1.458592273,-0.036676835,-0.136204009,20.4884532,-1,-11,1.014394053,-0.003441403,0.017366078,0.510230563,-0.004775524,0.148531873,0.096214834,0.002199159,0.008695515,0.523558743,-0.004389042,-0.000458136,,,9/24/23 0:00
7/1/21,7/31/21,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,304598.2767,0.006455217,0.14903819,312515.2698,0.013651588,0.040197065,270.5306779,0.003154201,0.194267438,281.8342483,0.00840206,0.099517596,70762.88454,-0.002599042,0.183117602,62856.0408,0.000622884,0.147971517,78127.70812,0.015786938,-0.052648296,127088.0406,0.020774132,-0.275808659,1.890042471,-0.002471762,-1.068436482,26.89174905,-1,-19,1.001282311,0.000208243,0.022280797,0.360344809,0.003566173,0.172348449,0.088532124,0.001725709,-0.022477416,0.454916604,-0.001728382,0.038016636,,,9/24/23 0:00
3/1/20,3/31/20,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,303297.4663,0.000363076,0.063704539,315475.1836,-0.006280978,0.042908921,163.1318627,-0.000456957,0.055256183,165.8540242,-0.020163018,0.032025721,524910.6118,-0.035434602,0.01890401,420142.4197,-0.116981038,-0.049977072,588453.3608,-0.107754305,-0.067014772,1452597.986,-0.002278011,-0.093484608,2.91258629,0.286891341,-0.332804759,40.36942524,-3,-6,0.985620876,2.66E-05,0.005033833,0.257290023,0.009252554,0.040495215,0.130391426,-0.005565326,-0.018350292,0.390498044,-0.004796331,0.019264405,,,9/24/23 0:00
5/1/17,5/31/17,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,262216.8179,0.001373623,0.065889749,276920.857,0.003807562,0.062127356,142.6502497,0.011247126,0.075626379,147.3680528,0.008590952,0.065541217,520820.6091,-0.002071536,0.038071033,434577.4922,0.020757447,0.069461693,621279.6278,-0.010169402,0.043003033,1554430.287,-0.008067613,-0.102165354,3.08865268,-0.06410608,-0.444533432,44.94742453,0,-6,0.981205124,-5.55E-05,0.003109052,0.244298269,0.001364786,0.017389603,0.116468735,-0.001509385,-0.003713564,0.37972108,0.001209867,0.024710008,,,9/24/23 0:00
