period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
6/1/16,6/30/16,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,218653.5327,0.016352107,0.085312134,234350.3102,0.021048347,0.097594937,188.0160551,0.028241261,0.088556702,196.8801955,0.002611477,0.083391463,58896.17849,0.017008184,0.039898795,48939.38888,0.0005863,0.013338001,68875.72732,-0.005576824,-0.018980387,189602.3961,-0.017577062,-0.097102182,3.294685926,-0.12196851,-0.464263797,47.34221961,-1,-4,0.976514526,0.000519388,0.00265785,0.196029492,-0.002492115,0.009653675,0.102369998,0.002593835,0.000396298,0.356510748,-0.002275133,0.029342717,,,9/24/23 0:00
4/1/19,4/30/19,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,290135,0.020764702,0.027505188,318043,0.00342782,0.032285593,157,0.023153967,0.030006875,165,0.004949626,0.032219412,545365,0.123704943,0.02158983,536057,0.175498756,0.002404315,784618,0.100610076,0.02178185,1583467,0.048206212,0.079551609,2.903499795,-0.20912922,0.155890662,42,-8,5,0.983659975,0.002809277,-0.004168084,0.241998413,0.026380099,-0.042134436,0.137606598,0.007917578,0.016259059,0.450288787,-0.005209906,-0.021204982,,,9/24/23 14:20
2/1/16,2/29/16,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,210169.754,0.006052728,0.070290443,225313.0311,0.012094246,0.072191256,180.9754409,0.01553764,0.094797399,190.8462459,0.003751488,0.074316594,55164.02598,-0.055390718,0.027007273,47420.81794,0.033935272,0.097737548,70296.37906,0.00044767,0.024767595,195759.6683,0.01419568,-0.062356805,3.611696355,0.394849139,-0.615756712,49.26197099,0,-7,0.975469377,-0.000796363,0.003605611,0.190950203,0.00501739,0.021649145,0.112723371,0.01245897,0.022797146,0.360559968,0.008238104,0.028283478,,,9/24/23 0:00
5/1/12,5/31/12,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,153758.3658,0.038319174,,160520.3571,0.014689105,,133.2055405,0.047057918,,137.1145159,0.006821601,,46378.97236,-0.009033197,,30449.05664,0.004225961,,57496.36897,-0.01389133,,250023.3266,-0.030884927,,5.562955615,-0.108627418,,92.5209417,1,,0.957140608,-0.000121567,,0.159845997,0.00144653,,0.058339384,-0.004356404,,0.26947975,0.009419747,,,,9/24/23 0:00
2/1/12,2/29/12,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,180027.5807,0.005402989,,190952.5572,-0.013731999,,93.27431678,0.011517462,,99.97384873,-0.003530023,,312565.7463,0.004691766,,211113.2067,0.011309189,,418001.3413,-0.019169217,,1748304.711,-0.005793956,,5.573445795,-0.20574155,,82.41165669,-1,,0.963181175,-0.000322853,,0.196627652,-0.004707229,,0.067906172,0.001353751,,0.270669908,-0.00580269,,,,9/24/23 0:00
10/1/20,10/31/20,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,337393.1279,0.010457163,0.141028833,343595.5998,0.016844456,0.117074763,177.9378147,0.015640607,0.114617235,187.2287757,0.022222098,0.141293812,635292.7363,0.036227881,0.259490597,587814.3748,0.029079417,0.327546889,681456.6982,0.029585045,0.130125262,992598.1416,-0.01259253,-0.337638541,1.56528953,-0.164617896,-1.39835715,29.23536,-3,-15,0.998292659,0.002688012,0.013994027,0.371230589,0.025168629,0.138721835,0.090994888,0.001065439,-0.050614495,0.518114929,0.002062533,0.139659133,,,9/24/23 0:00
10/1/19,10/31/19,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,255958.1615,0.01032939,0.043187427,274053.1134,-0.0115134,0.034410538,221.9742582,0.017940969,0.053164972,236.5376614,-0.005252125,0.041560992,55464.91587,-0.011600946,-0.021268171,48741.15923,0.011421222,-0.02224291,69179.63641,-0.00582481,-0.025294281,177174.7846,0.001545242,0.015971615,3.284761259,-0.122197369,0.120407711,43.4726315,-1,4,0.980174481,0.000604078,-0.001161421,0.185777689,0.004590292,-0.017678102,0.119188271,-0.042046889,-0.009658583,0.358684679,-0.002136818,-0.004114695,,,9/24/23 0:00
5/1/22,5/31/22,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,416366.2514,0.001479785,0.141758373,413243.6335,-0.00041414,0.117434787,231.8744297,-0.003401953,0.159704437,229.1533672,-0.004162313,0.139367709,522734.917,-0.025770265,-0.101719066,484497.2626,-0.012493248,-0.117466373,625028.0297,-0.015567692,-0.009072064,893623.2794,0.055972719,0.169503916,1.837542138,0.239944497,0.393347551,21.55535288,1,1,1.024334008,-0.002658698,0.008910279,0.494154661,-0.026329001,0.036329975,0.123537159,0.014976345,0.039590086,0.48345445,-0.004972194,-0.049544223,,,9/24/23 0:00
7/1/19,7/31/19,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,292828.6574,0.006194681,0.043451429,301996.7191,0.001706103,0.025603135,156.1626452,-0.001097791,0.02791348,160.9709465,-0.002392182,0.019338202,525115.6756,-0.001724045,0.011661983,443288.0151,-0.000344547,-0.005723252,590319.872,-0.036399159,-0.021876003,1549817.564,-0.016593636,0.030491917,2.929239242,-0.195992945,0.043849384,43.94847406,0,2,0.981245904,0.000968392,-0.001970409,0.225136931,-0.000913473,-0.02361434,0.145235494,-0.005790307,0.002788475,0.372006637,-0.006708193,-0.016866285,,,9/24/23 0:00
1/1/14,1/31/14,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,214003.4392,0.00703229,0.105680398,225830.638,0.014682889,0.111505983,117.4169064,0.012454691,0.112612531,121.9638686,0.022436928,0.109108022,425100.7624,-0.011306645,-0.037541821,314616.141,-0.042822902,-0.016947798,551598.8844,-0.010261159,-0.023370414,1915286.306,-0.000224933,0.018039059,4.578054938,0.144453198,0.219254512,61.92171378,0,-3,0.975534053,-0.000398875,0.000234887,0.212774249,-0.001893359,-0.026559201,0.068242219,-0.050624203,0.006168135,0.307519537,0.009910043,-0.026144801,,,9/24/23 0:00
1/1/13,1/31/13,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,162154.7473,-0.017948181,0.132898194,168069.6132,0.021494469,0.061592528,135.4628143,-0.036538622,0.107461636,145.9744429,0.014750346,0.084743397,51038.35753,-0.010114635,0.074869505,37741.50301,0.042824855,0.219535857,62142.35721,-0.009929075,-0.002023473,212510.5769,-0.001696924,-0.229174855,4.214362485,0.119964506,-1.684309106,62.84027566,-4,-22,0.973415241,0.002582092,0.015696585,0.236631177,0.015016581,0.063211153,0.056368945,-0.035039191,-0.017688778,0.354939658,-0.006704944,0.10440132,,,9/24/23 0:00
10/1/22,10/31/22,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,399784,-0.01118204,0.049608918,400413,-0.029077186,0.044867784,222,-0.006320985,0.058669146,222,-0.015641102,0.053991686,438841,-0.124191183,-0.282596515,392855,-0.110911572,-0.330756165,491271,-0.132867689,-0.211242562,1229064,-0.017691628,0.320987414,2.800701495,0.303645444,1.279693051,35,3,14,0.988733399,-0.003785538,-0.018817873,0.28977904,-0.031519378,-0.170069817,0.216580432,0.012268904,0.098034734,0.317543408,-0.00834359,-0.149224914,,,9/24/23 14:20
1/1/23,1/31/23,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,402365.3686,0.001916846,0.013687047,413526.8025,-0.001646377,0.022574498,221.7751472,0.005656843,0.011803339,225.8972449,-0.006532121,0.009760645,388180.7388,-0.011470607,-0.353891604,382015.9072,-0.016474331,-0.310255217,477502.9231,-0.00822818,-0.177141945,1084274.954,-0.021385309,0.407889635,2.575450435,-0.048787393,1.460569407,40.53380114,3,25,0.987198604,-0.000566924,-0.026013058,0.26782986,-0.010313946,-0.266209148,0.179525321,0.023165233,0.095157487,0.361339275,0.004462301,-0.162310814,,,9/24/23 0:00
5/1/23,5/31/23,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,361176.731,0.016118605,-0.008813412,366137.5407,0.014249629,0.024720043,223.2785361,0.014480743,-0.019586899,225.8682895,0.008692894,0.004469718,43644.58566,-0.013784043,-0.182959519,40451.10631,-0.001900823,-0.202280718,48516.65413,0.023395943,-0.216584304,84784.92524,-0.031373619,0.025475395,2.077278484,-0.041897329,0.434551193,35.24829657,-1,14,0.996437282,0.003185146,-0.025933042,0.330001204,0.016465755,-0.17628367,0.12884504,-0.009824401,0.027820858,0.423489618,0.022043017,-0.088138152,,,9/24/23 0:00
4/1/20,4/30/20,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,273199.5341,-0.024131321,0.046745132,281262.5432,-0.001420845,0.042895889,165.8581301,-0.021528603,0.042080318,166.9821307,-0.008757984,0.01859845,40363.50544,-0.218120584,-0.171631855,30608.71928,-0.275730077,-0.32252844,37184.31194,-0.34481581,-0.379139414,117800.9773,-0.041312466,-0.081690753,3.085174795,0.528075489,0.355655593,36.183125,0,-3,0.987475403,-0.002132758,0.003838457,0.273130207,-0.004014301,0.033429408,0.117998144,-0.001289645,-0.027316007,0.278268919,-0.119320425,-0.119929463,,,9/24/23 0:00
6/1/19,6/30/19,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,303009,0.015451889,0.032268003,308590,-0.033082042,0.02488937,160,0.00420609,0.02495311,162,-0.017787146,0.022449993,619246,-0.033295275,-0.056372363,535365,-0.061564562,-0.028883956,741434,-0.114869782,-0.044069694,1722428,0.024855691,0.044915826,2.781491481,0.157823601,0.269621944,36,-1,5,0.986779231,0.000700958,-0.002687205,0.264682132,0.005010562,-0.032696138,0.157720273,0.005508568,0.00815609,0.394562814,-0.032950708,-0.018450561,,,9/24/23 14:20
1/1/21,1/31/21,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,345593.1,0.013078192,0.142039407,352576.1255,-0.003696858,0.122666613,187.4026373,0.020169491,0.153750815,191.9997153,-0.00998043,0.149132024,665544.4796,0.02070806,0.233126585,613872.4563,0.014824999,0.320532915,623188.9583,-0.108431654,-0.016977125,953223.3124,-0.04720993,-0.343047937,1.347701376,-0.086234246,-1.349861122,26.55650949,0,-17,1.000985802,0.00156523,0.016158843,0.413187352,0.012094695,0.177571828,0.098433082,-0.005290769,-0.036055595,0.490507272,-0.034245296,0.097909966,,,9/24/23 0:00
9/1/15,9/30/15,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,217318.8582,-0.000906716,0.069794808,224240.1669,0.012692009,0.062463562,137.6821066,0.00785949,0.060644299,140.7471686,-0.001929226,0.060363037,42289.36459,-0.001071257,0.149313497,35775.13515,0.014046106,0.166083452,50563.25647,-0.034835774,0.061339797,139044.886,-0.016968351,-0.046762382,3.514872434,-0.00557397,-0.693955491,47.57875375,-1,-4,0.981535492,0.001164109,0.004811227,0.217737787,0.004723566,0.020676869,0.093780855,-0.002444234,0.006156473,0.363656539,-0.001110659,0.022277742,,,9/24/23 0:00
5/1/22,5/31/22,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,435562.6118,-0.004991543,0.13730751,443384.425,0.006187579,0.159462759,226.200895,-0.005650063,0.165981022,223.5391698,-0.002979065,0.149068783,402286.0629,-0.036829693,-0.094734351,373394.8984,-0.00398849,-0.114252444,482031.7203,0.00982863,0.025005255,668429.1679,0.072647491,0.232707504,1.81837833,0.252259067,0.45527154,22.15778867,1,0,1.024199073,-0.00304839,0.006582342,0.505433823,-0.027426589,0.024439565,0.131982761,0.016452806,0.047888259,0.493487821,-0.00195354,-0.050716974,,,9/24/23 0:00
7/1/14,7/31/14,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,224662.8518,0.009449425,0.043721137,239586.6661,0.008545417,0.054853871,115.1654564,0.015299554,0.055569319,120.5050747,0.006514067,0.052401348,342635.7077,0.009371918,-0.030104645,253434.2316,-0.030583734,-0.018570368,451778.0784,-0.01178922,0.01227249,1577657.748,0.021050708,0.06897482,4.536737401,0.018237838,0.407401296,57.22003726,-3,-8,0.972436256,0.000458567,-0.003219424,0.191569951,-0.002674611,-0.034373741,0.084732813,-0.004448908,0.028350846,0.315137052,0.006478784,0.005822358,,,9/24/23 0:00
8/1/22,8/31/22,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,356788.0729,0.000350257,0.081720122,359419.8339,0.000724097,0.084260352,222.1201841,-9.79E-05,0.092110829,220.2668781,-0.014705043,0.073198969,47603.5006,-0.026251412,-0.206573962,46842.59243,-0.015742273,-0.220907819,53847.06553,-0.109304739,-0.199898295,100465.008,-0.004434134,0.200754206,2.218326466,0.137182875,0.738274559,28.56830831,3,9,1.000366519,-0.006638382,-0.012509845,0.369901775,-0.053007416,-0.115583089,0.148155369,-0.00456484,0.050963759,0.376923166,-0.0118201,-0.153521356,,,9/24/23 0:00
8/1/22,8/31/22,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,322384.911,-0.011747033,0.048490749,344088.6185,-0.001969866,0.097926927,288.9800474,-0.015179226,0.047428669,308.1481561,0.004822294,0.083127404,52943.59332,-0.008013682,-0.234043887,52092.90051,-0.016241881,-0.190048365,62205.50053,-0.047136327,-0.177308314,125556.2816,-0.024729337,0.005358573,2.702456979,0.191658561,0.64048695,34.68410739,2,8,0.993811531,-0.005664666,-0.007530942,0.309711209,-0.040165903,-0.061176681,0.124558355,-0.006474961,0.035333811,0.332436667,-0.00774835,-0.118724647,,,9/24/23 0:00
10/1/15,10/31/15,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,202691.4009,0.004204036,0.048270133,222271.9552,0.018169475,0.08451408,174.5546879,0.006467249,0.042154804,188.1798561,0.017554145,0.080703282,56116.86729,-0.018963288,0.041208537,46947.19874,0.0021899,0.128256283,70328.30612,0.015380071,0.028433941,194927.9154,-0.017615022,-0.083139158,3.524203088,-0.160902688,-0.414474809,49.6340807,-1,-8,0.974965576,0.000315948,0.004013668,0.18513065,0.004477146,0.025507178,0.10387309,-0.000265205,0.016753572,0.345264758,-0.010091823,0.035821153,,,9/24/23 0:00
4/1/23,4/30/23,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,418749.5799,0.000206709,-0.04339959,435437.8029,0.002174832,-0.011845965,216.5361843,-0.000879005,-0.048134884,222.2070181,0.003489793,-0.008920678,336835.6932,-0.031078259,-0.193533736,285519.0065,0.001902722,-0.23839287,363299.7022,-0.022220636,-0.238908095,728847.2555,-0.060304835,0.169602133,2.35852047,0.015267032,0.792401207,40.70594477,-1,20,0.988751686,0.001305785,-0.038495777,0.300187999,0.014594158,-0.232672413,0.166584602,-0.007794167,0.051054647,0.393876282,0.012153942,-0.10156508,,,9/24/23 0:00
12/1/12,12/31/12,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,193778.2888,0.013275251,,201518.0243,0.008237975,,105.8956417,0.012468954,,108.683356,0.002773938,,425956.5629,0.005508385,,304504.0428,0.049414012,,557251.7893,0.075743121,,1879693.014,0.001220818,,4.384600287,-0.110217169,,68.30033449,-2,,0.97412436,0.001082708,,0.230954744,0.010509687,,0.064850431,0.01250827,,0.359833185,0.032602805,,,,9/24/23 0:00
6/1/22,6/30/22,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,362410.6526,-0.005427129,0.109666087,361127.5605,0.010698462,0.102348399,225.311489,-0.01066023,0.116582582,225.9321221,0.004753591,0.124200634,50841.83474,-0.048224734,-0.153986529,48768.00782,-0.038266596,-0.164952853,63594.23737,0.026878803,-0.037011345,93578.88003,0.131838457,0.267993931,1.964146854,0.321419562,0.633486296,23.35806061,2,4,1.014467269,-0.007903055,-0.000982703,0.468703807,-0.037581067,-0.003592755,0.138354819,0.037330638,0.057203261,0.450635652,-0.060992118,-0.113627685,,,9/24/23 0:00
11/1/12,11/30/12,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,191239.536,0.020239562,,199871.4879,0.011585859,,104.5914952,0.018235097,,108.382709,0.010933454,,423623.0837,0.031563692,,290165.7872,0.014699996,,518015.6659,0.008301429,,1877401.049,-0.007124639,,4.494817456,-0.390017968,,70.58136995,-3,,0.973041652,0.001166278,,0.220445057,0.004311184,,0.052342161,0.005770745,,0.32723038,-0.010078828,,,,9/24/23 0:00
3/1/23,3/31/23,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,401835.6947,-6.42E-05,-0.025663897,414934.2501,0.00449815,0.013887423,222.3747274,-0.000133744,-0.042648418,228.0120048,0.012486375,-0.003842575,438222.8934,-0.019232556,-0.205856451,364759.2941,-0.033053385,-0.285789876,461359.7726,-0.007631513,-0.207086107,993572.298,-0.043328875,0.273766308,2.346133144,-0.073889694,0.901106443,40.78457804,0,23,0.987978257,0.000495662,-0.035918249,0.282967359,0.012251746,-0.257237623,0.166497533,-0.002196951,0.071457761,0.369909478,0.001374184,-0.122803897,,,9/24/23 0:00
10/1/15,10/31/15,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,233278,-0.004879314,0.060329432,246195,-0.013856972,0.071281707,128,-4.36E-05,0.058365577,133,-0.009035093,0.057298199,480146,-0.055543539,0.031669827,371683,-0.033916841,0.118583771,551624,-0.060381297,0.018282622,1878869,-0.036440774,-0.056531046,3.913116586,0.07757836,-0.365820516,54,4,-8,0.975076166,-0.001985276,0.003584371,0.19838758,-0.008160975,0.019202767,0.143666831,0.001961071,0.026472319,0.298383497,-0.008970396,0.03004168,,,9/24/23 14:20
5/1/21,5/31/21,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,394554,0.000897302,0.292418001,405495,-0.01247067,0.024651162,174,0.000259326,0.273415297,178,-0.010586172,0.022755729,13030,-0.021965087,1.073656887,14806,0.077540702,1.013944473,19819,0.00950114,0.845231085,33133,0.080991798,0.071477956,2.542749302,0.242179033,-2.378294172,21,-4,-13,0.999002069,0.006806461,0.032365956,0.430558357,0.039806045,0.178185487,0.078517825,0.000825587,-0.006214564,0.49330559,-0.011986973,0.093236798,,,9/24/23 14:20
10/1/17,10/31/17,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,244745,0.026891234,0.090960234,256146,-0.028691747,0.095395312,209,0.02173137,0.090792524,218,-0.021111049,0.089094404,59680,-0.004231484,0.077063037,51307,0.033786204,0.102692045,66227,-0.024673199,0.098254107,164274,-0.029978908,-0.102741874,2.752582826,-0.073062244,-0.551600365,39,1,-7,0.982511531,0.000100119,0.005415555,0.223227893,-0.003664392,0.03339696,0.11400431,0.009314957,0.005403421,0.374902325,0.003333887,0.047335081,,,9/24/23 14:20
6/1/22,6/30/22,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,342211,-0.006012447,0.114096792,348233,-0.011901455,0.119548305,305,-0.019347032,0.122678914,313,-0.010279005,0.118780901,69621,-0.030528419,-0.200578797,63388,-0.065951714,-0.167003973,85276,0.015479755,-0.069827309,133265,0.117072258,0.01059732,1.91414391,0.252919124,0.399982733,25,2,2,1.013510994,-0.007179808,0.006573956,0.474652664,-0.044516369,0.052644494,0.123695436,0.033978109,0.03270959,0.379232046,-0.073064057,-0.092559871,,,9/24/23 14:20
5/1/16,5/31/16,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,218070,0.010749988,0.060011387,236532,0.017059078,0.06720754,184,0.008367409,0.062530671,202,0.030725293,0.084154274,67340,0.084602786,0.061416196,60234,0.031133509,0.077713766,82187,-0.039765651,-0.012248699,199226,0.001476086,-0.091770379,2.958505419,-0.245568312,-0.498996403,41,-3,-6,0.980382791,0.001252055,0.003653231,0.22429791,0.012791347,0.027170181,0.103610967,0.004082974,-0.001612234,0.394013887,-0.018079836,0.024583159,,,9/24/23 14:20
6/1/23,6/30/23,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,406601.6927,0.005985086,-0.007454025,420060.4699,0.005182978,0.014361226,224.3960811,0.006422335,-0.013943117,231.9209078,0.007565986,0.017415053,414239.8726,-0.015670812,-0.175586649,383378.8236,0.032178571,-0.185209016,466780.4089,-0.02135983,-0.286367084,894989.2208,-0.027328719,-0.132269235,2.317360997,-0.020321898,0.092207988,37.72109238,-2,14,0.996091412,0.00265027,-0.019559329,0.325897734,0.013703396,-0.132025528,0.144235538,-0.007098008,-0.0073964,0.411431642,0.005648996,-0.025584949,,,9/24/23 0:00
11/1/14,11/30/14,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,207991.5783,0.010682758,0.051417517,211727.7432,-0.006390311,0.056385155,131.8676638,0.004702596,0.031777659,133.7391541,-0.005296653,0.046794102,35389.14819,-0.068691868,0.018530129,31341.2538,0.00279846,0.045182927,48260.29144,-0.002742719,0.032301729,143455.6634,-0.003785226,0.055498133,4.20020891,0.318463115,0.211309409,52.85668426,0,2,0.979302738,0.001872171,-0.002132475,0.20031567,-0.001049216,-0.033067914,0.084681454,-0.000370178,0.012924589,0.347497555,0.001888743,-0.011056617,,,9/24/23 0:00
11/1/20,11/30/20,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,281544,0.001798519,0.086048651,286398,-0.049308025,0.064272536,243,0.014334352,0.093547405,252,-0.042987201,0.086328909,60673,-0.142974348,0.235634616,53956,-0.14724274,0.303001441,58249,-0.282926509,0.197450021,173808,-0.082685899,0.010024786,2.86466105,0.18827354,-0.639881024,37,0,-7,0.984693837,0.000272544,0.006755426,0.226016493,-0.00611322,0.054022187,0.116865279,-0.01581208,0.005506847,0.315456751,-0.037495377,0.034560866,,,9/24/23 14:20
1/1/15,1/31/15,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,213390,-0.041902058,0.064277512,234042,0.105903213,0.057410306,117,-0.020201018,0.049018621,126,0.079130763,0.045360687,306132,-0.303811134,0.02037685,248598,0.023175998,0.116947585,502075,0.535178092,0.05349737,1738315,-0.004408605,0.004590747,5.678314961,1.707630126,-0.089228841,76,8,0,0.967374077,-0.002182111,-0.000757229,0.167417236,-0.003497046,-0.017633525,0.09325165,0.019891748,0.030154272,0.319962098,0.093149814,0.013400278,,,9/24/23 14:20
11/1/20,11/30/20,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,299543.9832,0.011215524,0.096891141,305086.2042,-0.000997363,0.094092231,180.9750418,0.010553069,0.087854411,186.70111,0.000139391,0.087724018,63963.56582,-0.003508782,0.286958259,60769.8216,0.008288071,0.322167889,67950.87849,-0.050020184,0.137631809,94041.64431,-0.029520869,-0.246167923,1.432820756,-0.059538361,-1.025453484,26.25100295,-1,-12,1.000343755,0.001593581,0.010684184,0.377446159,0.018903629,0.12535059,0.096446025,0.00601755,-0.029887629,0.499172951,-0.000597739,0.106233309,,,9/24/23 0:00
7/1/15,7/31/15,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,239392.1307,0.004683758,0.065561702,255004.2744,0.017988455,0.064350861,121.3042179,0.005955166,0.053303844,126.5053626,0.006203505,0.049792823,388907.4449,0.018391023,0.135046453,310603.5158,0.020874516,0.225578383,478032.1726,0.003819284,0.058112811,1518818.958,-0.010574757,-0.037295028,3.761836643,-0.22214114,-0.774900757,56.79614421,0,0,0.976123127,0.000324814,0.003686871,0.213333156,-0.000820767,0.021763205,0.127799871,0.00523045,0.043067058,0.324006762,0.008385278,0.00886971,,,9/24/23 0:00
3/1/19,3/31/19,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,249778.7857,-0.003292353,0.02018641,270357.0973,0.000985483,0.046301927,214.2695075,0.003757334,0.026016948,233.2496809,0.007353613,0.059358723,54951.73257,-0.014178165,-0.090075141,49397.19952,0.031233868,-0.076566919,69659.17425,0.002010842,-0.019329261,182737.9753,0.002655628,0.156417207,3.32729124,-0.123123147,0.694609712,44.56267438,2,11,0.978118273,-0.000459867,-0.006109492,0.181495584,0.004418254,-0.051571448,0.129276302,0.003760096,0.020687363,0.356503852,0.01514001,-0.053478645,,,9/24/23 0:00
4/1/20,4/30/20,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,262735.8394,-0.032715812,0.057400646,271709.6557,-0.001821612,-0.003150841,224.1255228,-0.045175409,0.03959349,243.312208,0.007892045,0.041207086,37879.59739,-0.305869752,-0.32992257,27041.04016,-0.365225266,-0.454410039,31085.92941,-0.469324532,-0.557957822,167284.1426,-0.026542329,-0.088652911,4.500652029,1.325042318,1.198356811,37.60484869,-2,-6,0.979524706,-0.002885752,0.00190296,0.204767152,-0.005555868,0.022893089,0.096600955,-0.016080346,-0.036628805,0.245169511,-0.11065664,-0.117500535,,,9/24/23 0:00
1/1/13,1/31/13,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,178451.4703,-0.001296803,0.062443817,181122.7453,-8.32E-05,0.092809577,114.0360467,-0.001238577,0.061586154,114.7562697,-0.014139834,0.045526287,34916.65793,0.048992301,0.117317414,27725.06066,0.077572117,0.288604847,45169.60783,0.037971624,0.043588605,136306.6981,-0.00408877,-0.189482001,3.952595354,-0.091897136,-1.525862417,55.45272013,-2,-21,0.978754201,0.001595531,0.013120618,0.24537153,0.011143037,0.05298588,0.064480746,-0.000263679,-0.007171811,0.387101331,-0.014837597,0.088058791,,,9/24/23 0:00
7/1/12,7/31/12,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,154249.597,-0.017314768,,160109.8338,-0.002992909,,133.5487845,-0.012136853,,137.903325,0.005399497,,45512.24756,-0.013030217,,31676.96913,0.032629433,,57823.47863,0.005233485,,235070.352,-0.029470686,,5.088953812,-0.176995958,,83.61221463,-4,,0.961558954,0.001788862,,0.170548118,0.005667633,,0.059208224,-0.000927456,,0.294880781,0.01810388,,,,9/24/23 0:00
8/1/23,8/31/23,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,345962.0041,0.011299401,0.073133364,361813.7501,0.016970301,0.051513275,302.8852841,0.001912595,0.048118328,319.2507934,0.006713649,0.036030192,46380.07029,-0.010222541,-0.123971998,43695.54717,0.012271374,-0.161199573,55166.19318,0.015988185,-0.113162137,113569.3335,0.002710951,-0.095470716,2.795667883,0.190287378,0.093210904,38.08216732,-1,3,0.992342541,0.001139874,-0.00146899,0.303758456,0.012336844,-0.005952753,0.123411834,0.002758615,-0.001146521,0.36900943,0.015136304,0.036572762,,,9/24/23 0:00
4/1/21,4/30/21,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,318572.6499,0.01750078,0.166080502,322075.7355,0.02170214,0.145107101,194.9271524,0.010626838,0.175264379,197.9495853,0.013005597,0.185453703,59751.39112,-0.010476906,0.480332059,57456.4662,-0.018977321,0.877127418,64909.06838,0.049281763,0.745603589,75284.26592,-0.006555243,-0.360919853,1.305492137,0.019316154,-1.779682658,21.72829181,-1,-14,1.008434134,0.003273678,0.020958731,0.438106594,0.018935221,0.164976386,0.072321811,-0.004494934,-0.045676333,0.542356048,0.00869278,0.264087129,,,9/24/23 0:00
